"","continent","biome","repTree","name","id","institution","countryExpertise","reasonImportance","reason","crop","b_or_f","policyPriority","policy"
"3375","Europe","Mediterranean Forests; Woodland; & Scrub","Mediterranean deciduous oaks (Quercus pubescens Willd; Q. cerris L.) ","Pierluigi Paris",25,"National Research Council (CNR) - Research Inst. on Terrestrial Ecosystems (IRET)","Italy","Sixth","improves soil","wheat","field","Fifth","develop shade-grown variatals"
"3376","Europe","Mediterranean Forests; Woodland; & Scrub","Mediterranean deciduous oaks (Quercus pubescens Willd; Q. cerris L.) ","Pierluigi Paris",25,"National Research Council (CNR) - Research Inst. on Terrestrial Ecosystems (IRET)","Italy","Sixth","improves soil","wheat","field","Last","provision inputs"
"3377","Asia (includes Middle East)","Temperate Broadleaf & Mixed Forests","Populus deltoides","Amit Kumar",14,"Forest Research Institute Dehradun ","India ","Seventh","farmers compensated","wheat","field","Top","research"
"3378","Asia (includes Middle East)","Temperate Broadleaf & Mixed Forests","Populus deltoides","Amit Kumar",14,"Forest Research Institute Dehradun ","India ","Seventh","farmers compensated","wheat","field","Second","develop shade-grown variatals"
"3379","Asia (includes Middle East)","Temperate Broadleaf & Mixed Forests","Populus deltoides","Amit Kumar",14,"Forest Research Institute Dehradun ","India ","Seventh","farmers compensated","wheat","field","Third","expand ag extension services"
"3380","Asia (includes Middle East)","Temperate Broadleaf & Mixed Forests","Populus deltoides","Amit Kumar",14,"Forest Research Institute Dehradun ","India ","Seventh","farmers compensated","wheat","field","Fourth","develop/reform policy"
"3381","Asia (includes Middle East)","Temperate Broadleaf & Mixed Forests","Populus deltoides","Amit Kumar",14,"Forest Research Institute Dehradun ","India ","Seventh","farmers compensated","wheat","field","Fifth","expand carbon crediting/verification"
"3382","Asia (includes Middle East)","Temperate Broadleaf & Mixed Forests","Populus deltoides","Amit Kumar",14,"Forest Research Institute Dehradun ","India ","Seventh","farmers compensated","wheat","field","Not Meaningful","provision inputs"
"3383","Europe","Temperate Broadleaf & Mixed Forests","Hybrid poplars","Pierluigi Paris",23,"National Research Council (CNR)- Research Institute on Terrestrial Ecosystems","Italy","Seventh","aesthetics","wheat","field","Top","develop/reform policy"
"3384","Europe","Temperate Broadleaf & Mixed Forests","Hybrid poplars","Pierluigi Paris",23,"National Research Council (CNR)- Research Institute on Terrestrial Ecosystems","Italy","Seventh","aesthetics","wheat","field","Second","expand ag extension services"
"3385","Europe","Temperate Broadleaf & Mixed Forests","Hybrid poplars","Pierluigi Paris",23,"National Research Council (CNR)- Research Institute on Terrestrial Ecosystems","Italy","Seventh","aesthetics","wheat","field","Third","expand carbon crediting/verification"
"3386","Europe","Temperate Broadleaf & Mixed Forests","Hybrid poplars","Pierluigi Paris",23,"National Research Council (CNR)- Research Institute on Terrestrial Ecosystems","Italy","Seventh","aesthetics","wheat","field","Fourth","research"
"3387","Europe","Temperate Broadleaf & Mixed Forests","Hybrid poplars","Pierluigi Paris",23,"National Research Council (CNR)- Research Institute on Terrestrial Ecosystems","Italy","Seventh","aesthetics","wheat","field","Fifth","develop shade-grown variatals"
"3388","Europe","Temperate Broadleaf & Mixed Forests","Hybrid poplars","Pierluigi Paris",23,"National Research Council (CNR)- Research Institute on Terrestrial Ecosystems","Italy","Seventh","aesthetics","wheat","field","Last","provision inputs"
"3389","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Faidherbia albida","Kiros Hadgu",7,"World Agroforestry (ICRAF)","Ethiopia","Seventh","aesthetics","wheat","field","Not Meaningful","develop/reform policy"
"3390","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Faidherbia albida","Kiros Hadgu",7,"World Agroforestry (ICRAF)","Ethiopia","Seventh","aesthetics","wheat","field","Not Meaningful","expand ag extension services"
"3391","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Faidherbia albida","Kiros Hadgu",7,"World Agroforestry (ICRAF)","Ethiopia","Seventh","aesthetics","wheat","field","Not Meaningful","provision inputs"
"3392","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Faidherbia albida","Kiros Hadgu",7,"World Agroforestry (ICRAF)","Ethiopia","Seventh","aesthetics","wheat","field","Not Meaningful","research"
"3393","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Faidherbia albida","Kiros Hadgu",7,"World Agroforestry (ICRAF)","Ethiopia","Seventh","aesthetics","wheat","field","Not Meaningful","develop shade-grown variatals"
"3394","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Faidherbia albida","Kiros Hadgu",7,"World Agroforestry (ICRAF)","Ethiopia","Seventh","aesthetics","wheat","field","Not Meaningful","expand carbon crediting/verification"
"3395","Africa","Tropical & Subtropical Dry Broadleaf Forests","Faidherbia albida","Abayneh Derero",9,"Ethiopian Environment and Forest Research Institute","Ethiopia","Seventh","aesthetics","wheat","field","Top","research"
"3396","Africa","Tropical & Subtropical Dry Broadleaf Forests","Faidherbia albida","Abayneh Derero",9,"Ethiopian Environment and Forest Research Institute","Ethiopia","Seventh","aesthetics","wheat","field","Second","develop shade-grown variatals"
"3397","Africa","Tropical & Subtropical Dry Broadleaf Forests","Faidherbia albida","Abayneh Derero",9,"Ethiopian Environment and Forest Research Institute","Ethiopia","Seventh","aesthetics","wheat","field","Third","develop/reform policy"
"3398","Africa","Tropical & Subtropical Dry Broadleaf Forests","Faidherbia albida","Abayneh Derero",9,"Ethiopian Environment and Forest Research Institute","Ethiopia","Seventh","aesthetics","wheat","field","Fourth","provision inputs"
"3399","Africa","Tropical & Subtropical Dry Broadleaf Forests","Faidherbia albida","Abayneh Derero",9,"Ethiopian Environment and Forest Research Institute","Ethiopia","Seventh","aesthetics","wheat","field","Fifth","expand ag extension services"
"3400","Africa","Tropical & Subtropical Dry Broadleaf Forests","Faidherbia albida","Abayneh Derero",9,"Ethiopian Environment and Forest Research Institute","Ethiopia","Seventh","aesthetics","wheat","field","Last","expand carbon crediting/verification"
"3401","Europe","Boreal Forests & Taiga","Alnus glutinosa","Michael den Herder",17,"European Forest Institute","Finland","Seventh","other cultural/historical reason","wheat","field","Top","develop/reform policy"
"3402","Europe","Boreal Forests & Taiga","Alnus glutinosa","Michael den Herder",17,"European Forest Institute","Finland","Seventh","other cultural/historical reason","wheat","field","Second","research"
"3403","Europe","Boreal Forests & Taiga","Alnus glutinosa","Michael den Herder",17,"European Forest Institute","Finland","Seventh","other cultural/historical reason","wheat","field","Third","Other"
"3404","Europe","Boreal Forests & Taiga","Alnus glutinosa","Michael den Herder",17,"European Forest Institute","Finland","Seventh","other cultural/historical reason","wheat","field","Fourth","expand ag extension services"
"3405","Europe","Boreal Forests & Taiga","Alnus glutinosa","Michael den Herder",17,"European Forest Institute","Finland","Seventh","other cultural/historical reason","wheat","field","Fifth","expand carbon crediting/verification"
"3406","Europe","Boreal Forests & Taiga","Alnus glutinosa","Michael den Herder",17,"European Forest Institute","Finland","Seventh","other cultural/historical reason","wheat","field","Not Meaningful","develop shade-grown variatals"
"3407","Europe","Boreal Forests & Taiga","Alnus glutinosa","Michael den Herder",17,"European Forest Institute","Finland","Seventh","other cultural/historical reason","wheat","field","Not Meaningful","provision inputs"
"3408","Europe","Mediterranean Forests; Woodland; & Scrub","Quercus ilex","Manuel Bertomeu",18,"University of Extremadura","Spain; Philippines","Seventh","aesthetics","wheat","field","Top","expand ag extension services"
"3409","Europe","Mediterranean Forests; Woodland; & Scrub","Quercus ilex","Manuel Bertomeu",18,"University of Extremadura","Spain; Philippines","Seventh","aesthetics","wheat","field","Second","expand carbon crediting/verification"
"3410","Europe","Mediterranean Forests; Woodland; & Scrub","Quercus ilex","Manuel Bertomeu",18,"University of Extremadura","Spain; Philippines","Seventh","aesthetics","wheat","field","Third","develop/reform policy"
"3411","Europe","Mediterranean Forests; Woodland; & Scrub","Quercus ilex","Manuel Bertomeu",18,"University of Extremadura","Spain; Philippines","Seventh","aesthetics","wheat","field","Fourth","provision inputs"
"3412","Europe","Mediterranean Forests; Woodland; & Scrub","Quercus ilex","Manuel Bertomeu",18,"University of Extremadura","Spain; Philippines","Seventh","aesthetics","wheat","field","Fifth","develop shade-grown variatals"
"3413","Europe","Mediterranean Forests; Woodland; & Scrub","Quercus ilex","Manuel Bertomeu",18,"University of Extremadura","Spain; Philippines","Seventh","aesthetics","wheat","field","Last","research"
"3414","Europe","Mediterranean Forests; Woodland; & Scrub","Olive tree (Olea europea L.) ","Pierluigi Paris",24,"National Research Council (CNR) - Research Institute on Terrestrial Ecosystems (IRET) ","Italy","Seventh","improves microclimate","wheat","field","Top","expand ag extension services"
"3415","Europe","Mediterranean Forests; Woodland; & Scrub","Olive tree (Olea europea L.) ","Pierluigi Paris",24,"National Research Council (CNR) - Research Institute on Terrestrial Ecosystems (IRET) ","Italy","Seventh","improves microclimate","wheat","field","Second","develop/reform policy"
"3416","Europe","Mediterranean Forests; Woodland; & Scrub","Olive tree (Olea europea L.) ","Pierluigi Paris",24,"National Research Council (CNR) - Research Institute on Terrestrial Ecosystems (IRET) ","Italy","Seventh","improves microclimate","wheat","field","Third","expand carbon crediting/verification"
"3417","Europe","Mediterranean Forests; Woodland; & Scrub","Olive tree (Olea europea L.) ","Pierluigi Paris",24,"National Research Council (CNR) - Research Institute on Terrestrial Ecosystems (IRET) ","Italy","Seventh","improves microclimate","wheat","field","Fourth","research"
"3418","Europe","Mediterranean Forests; Woodland; & Scrub","Olive tree (Olea europea L.) ","Pierluigi Paris",24,"National Research Council (CNR) - Research Institute on Terrestrial Ecosystems (IRET) ","Italy","Seventh","improves microclimate","wheat","field","Fifth","develop shade-grown variatals"
"3419","Europe","Mediterranean Forests; Woodland; & Scrub","Olive tree (Olea europea L.) ","Pierluigi Paris",24,"National Research Council (CNR) - Research Institute on Terrestrial Ecosystems (IRET) ","Italy","Seventh","improves microclimate","wheat","field","Last","provision inputs"
"3420","Europe","Mediterranean Forests; Woodland; & Scrub","Mediterranean deciduous oaks (Quercus pubescens Willd; Q. cerris L.) ","Pierluigi Paris",25,"National Research Council (CNR) - Research Inst. on Terrestrial Ecosystems (IRET)","Italy","Seventh","produces something of extractive  value","wheat","field","Top","expand carbon crediting/verification"
"3421","Europe","Mediterranean Forests; Woodland; & Scrub","Mediterranean deciduous oaks (Quercus pubescens Willd; Q. cerris L.) ","Pierluigi Paris",25,"National Research Council (CNR) - Research Inst. on Terrestrial Ecosystems (IRET)","Italy","Seventh","produces something of extractive  value","wheat","field","Second","develop/reform policy"
"3422","Europe","Mediterranean Forests; Woodland; & Scrub","Mediterranean deciduous oaks (Quercus pubescens Willd; Q. cerris L.) ","Pierluigi Paris",25,"National Research Council (CNR) - Research Inst. on Terrestrial Ecosystems (IRET)","Italy","Seventh","produces something of extractive  value","wheat","field","Third","expand ag extension services"
"3423","Europe","Mediterranean Forests; Woodland; & Scrub","Mediterranean deciduous oaks (Quercus pubescens Willd; Q. cerris L.) ","Pierluigi Paris",25,"National Research Council (CNR) - Research Inst. on Terrestrial Ecosystems (IRET)","Italy","Seventh","produces something of extractive  value","wheat","field","Fourth","research"
"3424","Europe","Mediterranean Forests; Woodland; & Scrub","Mediterranean deciduous oaks (Quercus pubescens Willd; Q. cerris L.) ","Pierluigi Paris",25,"National Research Council (CNR) - Research Inst. on Terrestrial Ecosystems (IRET)","Italy","Seventh","produces something of extractive  value","wheat","field","Fifth","develop shade-grown variatals"
"3425","Europe","Mediterranean Forests; Woodland; & Scrub","Mediterranean deciduous oaks (Quercus pubescens Willd; Q. cerris L.) ","Pierluigi Paris",25,"National Research Council (CNR) - Research Inst. on Terrestrial Ecosystems (IRET)","Italy","Seventh","produces something of extractive  value","wheat","field","Last","provision inputs"
"3426","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Faidherbia albida","Kiros Hadgu",7,"World Agroforestry (ICRAF)","Ethiopia","Eighth","other cultural/historical reason","wheat","field","Not Meaningful","develop/reform policy"
"3427","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Faidherbia albida","Kiros Hadgu",7,"World Agroforestry (ICRAF)","Ethiopia","Eighth","other cultural/historical reason","wheat","field","Not Meaningful","expand ag extension services"
"3428","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Faidherbia albida","Kiros Hadgu",7,"World Agroforestry (ICRAF)","Ethiopia","Eighth","other cultural/historical reason","wheat","field","Not Meaningful","provision inputs"
"3429","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Faidherbia albida","Kiros Hadgu",7,"World Agroforestry (ICRAF)","Ethiopia","Eighth","other cultural/historical reason","wheat","field","Not Meaningful","research"
"3430","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Faidherbia albida","Kiros Hadgu",7,"World Agroforestry (ICRAF)","Ethiopia","Eighth","other cultural/historical reason","wheat","field","Not Meaningful","develop shade-grown variatals"
"3431","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Faidherbia albida","Kiros Hadgu",7,"World Agroforestry (ICRAF)","Ethiopia","Eighth","other cultural/historical reason","wheat","field","Not Meaningful","expand carbon crediting/verification"
"3432","Africa","Tropical & Subtropical Dry Broadleaf Forests","Faidherbia albida","Abayneh Derero",9,"Ethiopian Environment and Forest Research Institute","Ethiopia","Eighth","other cultural/historical reason","wheat","field","Top","research"
"3433","Africa","Tropical & Subtropical Dry Broadleaf Forests","Faidherbia albida","Abayneh Derero",9,"Ethiopian Environment and Forest Research Institute","Ethiopia","Eighth","other cultural/historical reason","wheat","field","Second","develop shade-grown variatals"
"3434","Africa","Tropical & Subtropical Dry Broadleaf Forests","Faidherbia albida","Abayneh Derero",9,"Ethiopian Environment and Forest Research Institute","Ethiopia","Eighth","other cultural/historical reason","wheat","field","Third","develop/reform policy"
"3435","Africa","Tropical & Subtropical Dry Broadleaf Forests","Faidherbia albida","Abayneh Derero",9,"Ethiopian Environment and Forest Research Institute","Ethiopia","Eighth","other cultural/historical reason","wheat","field","Fourth","provision inputs"
"3436","Africa","Tropical & Subtropical Dry Broadleaf Forests","Faidherbia albida","Abayneh Derero",9,"Ethiopian Environment and Forest Research Institute","Ethiopia","Eighth","other cultural/historical reason","wheat","field","Fifth","expand ag extension services"
"3437","Africa","Tropical & Subtropical Dry Broadleaf Forests","Faidherbia albida","Abayneh Derero",9,"Ethiopian Environment and Forest Research Institute","Ethiopia","Eighth","other cultural/historical reason","wheat","field","Last","expand carbon crediting/verification"
"3438","Europe","Mediterranean Forests; Woodland; & Scrub","Quercus ilex","Manuel Bertomeu",18,"University of Extremadura","Spain; Philippines","Eighth","farmers compensated","wheat","field","Top","expand ag extension services"
"3439","Europe","Mediterranean Forests; Woodland; & Scrub","Quercus ilex","Manuel Bertomeu",18,"University of Extremadura","Spain; Philippines","Eighth","farmers compensated","wheat","field","Second","expand carbon crediting/verification"
"3440","Europe","Mediterranean Forests; Woodland; & Scrub","Quercus ilex","Manuel Bertomeu",18,"University of Extremadura","Spain; Philippines","Eighth","farmers compensated","wheat","field","Third","develop/reform policy"
"3441","Europe","Mediterranean Forests; Woodland; & Scrub","Quercus ilex","Manuel Bertomeu",18,"University of Extremadura","Spain; Philippines","Eighth","farmers compensated","wheat","field","Fourth","provision inputs"
"3442","Europe","Mediterranean Forests; Woodland; & Scrub","Quercus ilex","Manuel Bertomeu",18,"University of Extremadura","Spain; Philippines","Eighth","farmers compensated","wheat","field","Fifth","develop shade-grown variatals"
"3443","Europe","Mediterranean Forests; Woodland; & Scrub","Quercus ilex","Manuel Bertomeu",18,"University of Extremadura","Spain; Philippines","Eighth","farmers compensated","wheat","field","Last","research"
"3444","Europe","Mediterranean Forests; Woodland; & Scrub","Olive tree (Olea europea L.) ","Pierluigi Paris",24,"National Research Council (CNR) - Research Institute on Terrestrial Ecosystems (IRET) ","Italy","Eighth","provides habitat","wheat","field","Top","expand ag extension services"
"3445","Europe","Mediterranean Forests; Woodland; & Scrub","Olive tree (Olea europea L.) ","Pierluigi Paris",24,"National Research Council (CNR) - Research Institute on Terrestrial Ecosystems (IRET) ","Italy","Eighth","provides habitat","wheat","field","Second","develop/reform policy"
"3446","Europe","Mediterranean Forests; Woodland; & Scrub","Olive tree (Olea europea L.) ","Pierluigi Paris",24,"National Research Council (CNR) - Research Institute on Terrestrial Ecosystems (IRET) ","Italy","Eighth","provides habitat","wheat","field","Third","expand carbon crediting/verification"
"3447","Europe","Mediterranean Forests; Woodland; & Scrub","Olive tree (Olea europea L.) ","Pierluigi Paris",24,"National Research Council (CNR) - Research Institute on Terrestrial Ecosystems (IRET) ","Italy","Eighth","provides habitat","wheat","field","Fourth","research"
"3448","Europe","Mediterranean Forests; Woodland; & Scrub","Olive tree (Olea europea L.) ","Pierluigi Paris",24,"National Research Council (CNR) - Research Institute on Terrestrial Ecosystems (IRET) ","Italy","Eighth","provides habitat","wheat","field","Fifth","develop shade-grown variatals"
"3449","Europe","Mediterranean Forests; Woodland; & Scrub","Olive tree (Olea europea L.) ","Pierluigi Paris",24,"National Research Council (CNR) - Research Institute on Terrestrial Ecosystems (IRET) ","Italy","Eighth","provides habitat","wheat","field","Last","provision inputs"
"3450","Europe","Mediterranean Forests; Woodland; & Scrub","Mediterranean deciduous oaks (Quercus pubescens Willd; Q. cerris L.) ","Pierluigi Paris",25,"National Research Council (CNR) - Research Inst. on Terrestrial Ecosystems (IRET)","Italy","Eighth","provides habitat","wheat","field","Top","expand carbon crediting/verification"
"3451","Europe","Mediterranean Forests; Woodland; & Scrub","Mediterranean deciduous oaks (Quercus pubescens Willd; Q. cerris L.) ","Pierluigi Paris",25,"National Research Council (CNR) - Research Inst. on Terrestrial Ecosystems (IRET)","Italy","Eighth","provides habitat","wheat","field","Second","develop/reform policy"
"3452","Europe","Mediterranean Forests; Woodland; & Scrub","Mediterranean deciduous oaks (Quercus pubescens Willd; Q. cerris L.) ","Pierluigi Paris",25,"National Research Council (CNR) - Research Inst. on Terrestrial Ecosystems (IRET)","Italy","Eighth","provides habitat","wheat","field","Third","expand ag extension services"
"3453","Europe","Mediterranean Forests; Woodland; & Scrub","Mediterranean deciduous oaks (Quercus pubescens Willd; Q. cerris L.) ","Pierluigi Paris",25,"National Research Council (CNR) - Research Inst. on Terrestrial Ecosystems (IRET)","Italy","Eighth","provides habitat","wheat","field","Fourth","research"
"3454","Europe","Mediterranean Forests; Woodland; & Scrub","Mediterranean deciduous oaks (Quercus pubescens Willd; Q. cerris L.) ","Pierluigi Paris",25,"National Research Council (CNR) - Research Inst. on Terrestrial Ecosystems (IRET)","Italy","Eighth","provides habitat","wheat","field","Fifth","develop shade-grown variatals"
"3455","Europe","Mediterranean Forests; Woodland; & Scrub","Mediterranean deciduous oaks (Quercus pubescens Willd; Q. cerris L.) ","Pierluigi Paris",25,"National Research Council (CNR) - Research Inst. on Terrestrial Ecosystems (IRET)","Italy","Eighth","provides habitat","wheat","field","Last","provision inputs"
"3456","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Faidherbia albida","Kiros Hadgu",7,"World Agroforestry (ICRAF)","Ethiopia","Last","trees already present","wheat","field","Not Meaningful","develop/reform policy"
"3457","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Faidherbia albida","Kiros Hadgu",7,"World Agroforestry (ICRAF)","Ethiopia","Last","trees already present","wheat","field","Not Meaningful","expand ag extension services"
"3458","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Faidherbia albida","Kiros Hadgu",7,"World Agroforestry (ICRAF)","Ethiopia","Last","trees already present","wheat","field","Not Meaningful","provision inputs"
"3459","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Faidherbia albida","Kiros Hadgu",7,"World Agroforestry (ICRAF)","Ethiopia","Last","trees already present","wheat","field","Not Meaningful","research"
"3460","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Faidherbia albida","Kiros Hadgu",7,"World Agroforestry (ICRAF)","Ethiopia","Last","trees already present","wheat","field","Not Meaningful","develop shade-grown variatals"
"3461","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Faidherbia albida","Kiros Hadgu",7,"World Agroforestry (ICRAF)","Ethiopia","Last","trees already present","wheat","field","Not Meaningful","expand carbon crediting/verification"
"3462","Europe","Mediterranean Forests; Woodland; & Scrub","Olive tree (Olea europea L.) ","Pierluigi Paris",24,"National Research Council (CNR) - Research Institute on Terrestrial Ecosystems (IRET) ","Italy","Last","other cultural/historical reason","wheat","field","Top","expand ag extension services"
"3463","Europe","Mediterranean Forests; Woodland; & Scrub","Olive tree (Olea europea L.) ","Pierluigi Paris",24,"National Research Council (CNR) - Research Institute on Terrestrial Ecosystems (IRET) ","Italy","Last","other cultural/historical reason","wheat","field","Second","develop/reform policy"
"3464","Europe","Mediterranean Forests; Woodland; & Scrub","Olive tree (Olea europea L.) ","Pierluigi Paris",24,"National Research Council (CNR) - Research Institute on Terrestrial Ecosystems (IRET) ","Italy","Last","other cultural/historical reason","wheat","field","Third","expand carbon crediting/verification"
"3465","Europe","Mediterranean Forests; Woodland; & Scrub","Olive tree (Olea europea L.) ","Pierluigi Paris",24,"National Research Council (CNR) - Research Institute on Terrestrial Ecosystems (IRET) ","Italy","Last","other cultural/historical reason","wheat","field","Fourth","research"
"3466","Europe","Mediterranean Forests; Woodland; & Scrub","Olive tree (Olea europea L.) ","Pierluigi Paris",24,"National Research Council (CNR) - Research Institute on Terrestrial Ecosystems (IRET) ","Italy","Last","other cultural/historical reason","wheat","field","Fifth","develop shade-grown variatals"
"3467","Europe","Mediterranean Forests; Woodland; & Scrub","Olive tree (Olea europea L.) ","Pierluigi Paris",24,"National Research Council (CNR) - Research Institute on Terrestrial Ecosystems (IRET) ","Italy","Last","other cultural/historical reason","wheat","field","Last","provision inputs"
"3468","Europe","Mediterranean Forests; Woodland; & Scrub","Mediterranean deciduous oaks (Quercus pubescens Willd; Q. cerris L.) ","Pierluigi Paris",25,"National Research Council (CNR) - Research Inst. on Terrestrial Ecosystems (IRET)","Italy","Last","Other","wheat","field","Top","expand carbon crediting/verification"
"3469","Europe","Mediterranean Forests; Woodland; & Scrub","Mediterranean deciduous oaks (Quercus pubescens Willd; Q. cerris L.) ","Pierluigi Paris",25,"National Research Council (CNR) - Research Inst. on Terrestrial Ecosystems (IRET)","Italy","Last","Other","wheat","field","Second","develop/reform policy"
"3470","Europe","Mediterranean Forests; Woodland; & Scrub","Mediterranean deciduous oaks (Quercus pubescens Willd; Q. cerris L.) ","Pierluigi Paris",25,"National Research Council (CNR) - Research Inst. on Terrestrial Ecosystems (IRET)","Italy","Last","Other","wheat","field","Third","expand ag extension services"
"3471","Europe","Mediterranean Forests; Woodland; & Scrub","Mediterranean deciduous oaks (Quercus pubescens Willd; Q. cerris L.) ","Pierluigi Paris",25,"National Research Council (CNR) - Research Inst. on Terrestrial Ecosystems (IRET)","Italy","Last","Other","wheat","field","Fourth","research"
"3472","Europe","Mediterranean Forests; Woodland; & Scrub","Mediterranean deciduous oaks (Quercus pubescens Willd; Q. cerris L.) ","Pierluigi Paris",25,"National Research Council (CNR) - Research Inst. on Terrestrial Ecosystems (IRET)","Italy","Last","Other","wheat","field","Fifth","develop shade-grown variatals"
"3473","Europe","Mediterranean Forests; Woodland; & Scrub","Mediterranean deciduous oaks (Quercus pubescens Willd; Q. cerris L.) ","Pierluigi Paris",25,"National Research Council (CNR) - Research Inst. on Terrestrial Ecosystems (IRET)","Italy","Last","Other","wheat","field","Last","provision inputs"
"3474","Asia (includes Middle East)","Temperate Broadleaf & Mixed Forests","Populus tomentosa","Huasen Xu",8,"Hebei Agricultural University","China","Not Meaningful","provides habitat","wheat","field",NA,NA
"3475","Asia (includes Middle East)","Temperate Broadleaf & Mixed Forests","Populus deltoides","Amit Kumar",14,"Forest Research Institute Dehradun ","India ","Not Meaningful","trees already present","wheat","field","Top","research"
"3476","Asia (includes Middle East)","Temperate Broadleaf & Mixed Forests","Populus deltoides","Amit Kumar",14,"Forest Research Institute Dehradun ","India ","Not Meaningful","trees already present","wheat","field","Second","develop shade-grown variatals"
"3477","Asia (includes Middle East)","Temperate Broadleaf & Mixed Forests","Populus deltoides","Amit Kumar",14,"Forest Research Institute Dehradun ","India ","Not Meaningful","trees already present","wheat","field","Third","expand ag extension services"
"3478","Asia (includes Middle East)","Temperate Broadleaf & Mixed Forests","Populus deltoides","Amit Kumar",14,"Forest Research Institute Dehradun ","India ","Not Meaningful","trees already present","wheat","field","Fourth","develop/reform policy"
"3479","Asia (includes Middle East)","Temperate Broadleaf & Mixed Forests","Populus deltoides","Amit Kumar",14,"Forest Research Institute Dehradun ","India ","Not Meaningful","trees already present","wheat","field","Fifth","expand carbon crediting/verification"
"3480","Asia (includes Middle East)","Temperate Broadleaf & Mixed Forests","Populus deltoides","Amit Kumar",14,"Forest Research Institute Dehradun ","India ","Not Meaningful","trees already present","wheat","field","Not Meaningful","provision inputs"
"3481","Africa","Temperate Grasslands; Savannas & Shrublands","Faidherbia albida","Tesfaye Shiferaw Sida",16,"CIMMYT","Ethiopia; Kenya; Tanzania; Rwanda","Not Meaningful","acts as windbreak","wheat","field","Top","research"
"3482","Africa","Temperate Grasslands; Savannas & Shrublands","Faidherbia albida","Tesfaye Shiferaw Sida",16,"CIMMYT","Ethiopia; Kenya; Tanzania; Rwanda","Not Meaningful","acts as windbreak","wheat","field","Second","develop shade-grown variatals"
"3483","Africa","Temperate Grasslands; Savannas & Shrublands","Faidherbia albida","Tesfaye Shiferaw Sida",16,"CIMMYT","Ethiopia; Kenya; Tanzania; Rwanda","Not Meaningful","acts as windbreak","wheat","field","Third","develop/reform policy"
"3484","Africa","Temperate Grasslands; Savannas & Shrublands","Faidherbia albida","Tesfaye Shiferaw Sida",16,"CIMMYT","Ethiopia; Kenya; Tanzania; Rwanda","Not Meaningful","acts as windbreak","wheat","field","Fourth","provision inputs"
"3485","Africa","Temperate Grasslands; Savannas & Shrublands","Faidherbia albida","Tesfaye Shiferaw Sida",16,"CIMMYT","Ethiopia; Kenya; Tanzania; Rwanda","Not Meaningful","acts as windbreak","wheat","field","Fifth","expand ag extension services"
"3486","Africa","Temperate Grasslands; Savannas & Shrublands","Faidherbia albida","Tesfaye Shiferaw Sida",16,"CIMMYT","Ethiopia; Kenya; Tanzania; Rwanda","Not Meaningful","acts as windbreak","wheat","field","Last","expand carbon crediting/verification"
"3487","North/Central America (includes Caribbean)","Temperate Broadleaf & Mixed Forests","sugar maple","Andy Gordon",21,"University of Guelph","Canada/other temperate countries","Not Meaningful","farmers compensated","wheat","field","Top","research"
"3488","North/Central America (includes Caribbean)","Temperate Broadleaf & Mixed Forests","sugar maple","Andy Gordon",21,"University of Guelph","Canada/other temperate countries","Not Meaningful","farmers compensated","wheat","field","Second","develop shade-grown variatals"
"3489","North/Central America (includes Caribbean)","Temperate Broadleaf & Mixed Forests","sugar maple","Andy Gordon",21,"University of Guelph","Canada/other temperate countries","Not Meaningful","farmers compensated","wheat","field","Third","develop/reform policy"
"3490","North/Central America (includes Caribbean)","Temperate Broadleaf & Mixed Forests","sugar maple","Andy Gordon",21,"University of Guelph","Canada/other temperate countries","Not Meaningful","farmers compensated","wheat","field","Fourth","provision inputs"
"3491","North/Central America (includes Caribbean)","Temperate Broadleaf & Mixed Forests","sugar maple","Andy Gordon",21,"University of Guelph","Canada/other temperate countries","Not Meaningful","farmers compensated","wheat","field","Fifth","expand ag extension services"
"3492","North/Central America (includes Caribbean)","Temperate Broadleaf & Mixed Forests","sugar maple","Andy Gordon",21,"University of Guelph","Canada/other temperate countries","Not Meaningful","farmers compensated","wheat","field","Last","expand carbon crediting/verification"
"3493","Europe","Temperate Broadleaf & Mixed Forests","Hybrid poplars","Pierluigi Paris",23,"National Research Council (CNR)- Research Institute on Terrestrial Ecosystems","Italy","Not Meaningful","trees already present","wheat","field","Top","develop/reform policy"
